Cluster,Node,Namespace,Pod,CPURequests (cores),MemoryRequests (Mi),CDGC CPU % Utilization,CDGC Mem % Utilization,Total CPU % Utilization,Total Mem % Utilization
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-eec2752a-eee2-4f31-8afd-c24c1bd44301-driver,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-v2hgx,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,kube-system,aws-node-jx8vb,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,kube-system,ebs-csi-node-httjz,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,kube-system,efs-csi-node-8jjc4,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,kube-system,kube-proxy-wnlcq,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-l44sr,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,lamm,fluent-bit-plhqj,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-lf4qh,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,stackrox,collector-bj4t8,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-175.us-west-2.compute.internal,Total,13,6.01,8601,61.25%,19.28%,75.19%,27.48%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-gqpqz,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-85af2f7f-fe66-4cc5-b6ec-e878a4fec186-f2883a8ace992a01-exec-4,2.20,8601,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-cb75257e-f30d-4585-abb3-2efdedd0b736-b520058acea5f240-exec-4,2.20,8601,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-pflvk,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,kube-system,aws-node-grkxn,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,kube-system,ebs-csi-node-dq84b,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,kube-system,efs-csi-node-7kd5n,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,kube-system,kube-proxy-f24w5,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-rs64l,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,lamm,fluent-bit-nb2vw,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-q9zxg,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,stackrox,collector-lxcck,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-68.us-west-2.compute.internal,Total,12,5.81,20069,58.75%,55.33%,72.69%,63.44%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-h2zlx,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-aff73e39-2d87-4fd7-aad3-9da58ae47445-6ce1de8ace9ca8db-exec-1,2.20,8601,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-cb75257e-f30d-4585-abb3-2efdedd0b736-b520058acea5f240-exec-3,2.20,8601,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-ltmsw,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,kube-system,aws-node-6xkl8,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,kube-system,ebs-csi-node-pqjx5,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,kube-system,efs-csi-node-vtmcc,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,kube-system,kube-proxy-5vv6s,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-cxkdn,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,lamm,fluent-bit-zh98s,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-rn452,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,stackrox,collector-klp5d,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-116.us-west-2.compute.internal,Total,12,5.81,20069,58.75%,55.92%,72.69%,64.12%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-h6tnr,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-0d02d9c2-1e26-4f04-a0ed-13a70bc1f64a-3876556386,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-2bcb4c1a-da4f-4169-82de-0458f3171891-718866793,2.20,1,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-43c231e5-0892-487b-b985-62926e3110bf-354338068,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-c9bd54b7-2436-4b5e-94ba-6fa23d8be833-3254257635,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-d09247c6-9c1c-47db-b466-cf626285cae3-b0dab38ad0f37e02-exec-1,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-9cv7p,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,kube-system,aws-node-xpt89,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,kube-system,ebs-csi-node-rmzwx,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,kube-system,efs-csi-node-4ccd2,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,kube-system,kube-proxy-rfr96,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-qqqt5,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,lamm,fluent-bit-hsz6h,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-mspcn,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,stackrox,collector-zkxn4,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-83.us-west-2.compute.internal,Total,15,6.42,5736,66.25%,10.02%,80.19%,18.13%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-j59vn,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-b1e7702c-99e5-468b-9515-d49a6417d85c-224838978,0.30,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-3df49472-1fbb-4b5b-b0b0-0eb39ba0c1bd-392da38ad0fee006-exec-1,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-502876d6-aa45-4c27-b670-acf8b502cd1f-db509f8ad0f7cd12-exec-2,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-pdfwq,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,kube-system,aws-node-bzldt,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,kube-system,ebs-csi-node-ktr8c,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,kube-system,efs-csi-node-nqwmf,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,kube-system,kube-proxy-fr4wv,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-gqwf4,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,lamm,fluent-bit-c947w,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-m226r,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,stackrox,collector-z6mv9,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-75.us-west-2.compute.internal,Total,13,6.11,8601,62.50%,19.08%,76.44%,27.19%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-j776z,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-6c204094-6087-4002-ad7e-408e46c45574-121241364,0.30,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-af9e28a9-7663-4136-8313-cd16d761e81e-2379166354,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-85af2f7f-fe66-4cc5-b6ec-e878a4fec186-f2883a8ace992a01-exec-1,2.20,8601,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-d09247c6-9c1c-47db-b466-cf626285cae3-driver,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-b258r,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,kube-system,aws-node-cjm5p,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,kube-system,ebs-csi-node-w85xt,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,kube-system,efs-csi-node-7qmsk,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,kube-system,kube-proxy-f6g6z,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-x7mcf,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,lamm,fluent-bit-7sgkp,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-9d882,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,stackrox,collector-4rx2l,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-220.us-west-2.compute.internal,Total,14,6.31,14336,65.00%,37.20%,78.94%,45.32%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-jzm2f,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-1e390bb7-2ba2-47f5-b200-a3a715e32f60-3621663414,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-2bcb4c1a-da4f-4169-82de-0458f3171891-560322186,0.30,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-95e72946-98bf-4a0b-89e2-55536db6e93b-ec86318a6d7e1ee9-exec-2,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-tskg6,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,kube-system,aws-node-n9k8x,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,kube-system,ebs-csi-node-h7fl2,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,kube-system,efs-csi-node-hsxzj,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,kube-system,kube-proxy-6czzm,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-vnhxk,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,lamm,fluent-bit-sqdbp,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-s4vj2,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,stackrox,collector-x7vs4,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-25.us-west-2.compute.internal,Total,13,4.11,5734,37.50%,10.12%,51.44%,18.32%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-kbz6q,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-b1e7702c-99e5-468b-9515-d49a6417d85c-3229442289,2.20,1,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,data-profiling-3b4b40c8-da67-400b-84b7-171ad4b365ef-1879188064,1.20,1,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-tcxlg,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,kube-system,aws-node-c6z4m,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,kube-system,ebs-csi-node-456k8,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,kube-system,efs-csi-node-mjg64,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,kube-system,kube-proxy-fl9qf,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-f6qwq,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,lamm,fluent-bit-92nqz,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-tw72z,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,stackrox,collector-7hwkh,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-158.us-west-2.compute.internal,Total,12,4.81,2869,46.25%,0.96%,60.19%,9.07%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-kj2g4,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-aea416f8-a937-411e-a88b-2c52f6409fce-852381002,0.30,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-b5b3e250-5325-4c21-b493-ce744d8e4ef7-581233666,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-eec2752a-eee2-4f31-8afd-c24c1bd44301-4f547e8ad0f3d386-exec-1,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-lfh85,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,kube-system,aws-node-tfml9,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,kube-system,ebs-csi-node-2ql9v,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,kube-system,efs-csi-node-qc7ts,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,kube-system,kube-proxy-47k9h,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-hpkj2,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,lamm,fluent-bit-bmcrg,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-nf8tx,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,stackrox,collector-dw6l9,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-17.us-west-2.compute.internal,Total,13,4.11,5734,37.50%,10.02%,51.44%,18.13%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-l5jd8,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-26b076b1-5fcf-4dd4-b116-e97bdfa2b8df-3131656879,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-3d838d80-53d4-49a7-8ef7-a1e5dae07137-2296902974,0.70,1,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-4a8bff4e-52dd-4814-815e-71da67a48bdb-3783020673,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-5ca3f763-2a09-43c8-a951-5d1d86be727b-4096423604,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-6047d4da-dc92-42fa-b16c-b3ef0661f957-573676511,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-78f6c389-6ba2-4e51-a7fe-02a50a163060-1956493389,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-bb6e9341-8214-4146-a8d3-593178a09b77-4171788444,0.20,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-e5253223-3c06-4198-a5d4-904c65e9e280-189320546,0.70,1,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,catalog-source-sync-e5253223-3c06-4198-a5d4-904c65e9e280-2145576330,0.40,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-tp5gf,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,kube-system,aws-node-vsxtv,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,kube-system,ebs-csi-node-bbvqt,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,kube-system,efs-csi-node-lcttv,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,kube-system,kube-proxy-kr89g,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-t7hr6,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,lamm,fluent-bit-8sz94,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-5xxnp,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,stackrox,collector-pwn9v,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-92.us-west-2.compute.internal,Total,19,4.41,2871,41.25%,0.98%,55.19%,9.18%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-l67lw,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-666c8931-0b5f-4148-84c8-96c4cdda993e-cd1f6a8ad0f6b67d-exec-1,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-99583f23-f7e5-4754-890f-79279c4177c4-f887278ad0edbe0d-exec-1,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-p5mrv,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,kube-system,aws-node-rxlgf,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,kube-system,ebs-csi-node-gzh46,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,kube-system,efs-csi-node-8dh96,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,kube-system,kube-proxy-p59qq,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-n8t2s,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,lamm,fluent-bit-529jh,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-lzd4g,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,stackrox,collector-9s47z,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-157.us-west-2.compute.internal,Total,12,5.81,8601,58.75%,19.08%,72.69%,27.19%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,job-processor-node-hawk-filebeat-elastic-ds-ldjms,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-85af2f7f-fe66-4cc5-b6ec-e878a4fec186-driver,3.20,8601,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,ccgf-devprod-orchestrationjobs,task-ad427ff9-fc15-4092-9e63-fdb38868626c-driver,2.20,2867,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-lxzc6,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,kube-system,aws-node-b67j6,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,kube-system,ebs-csi-node-xbsdj,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-173.us-west-2.compute.internal,kube-system,efs-csi-node-rm25s,0.10,128,,,,
