Cluster,Node,Namespace,Pod,CPURequests (cores),MemoryRequests (Mi),CDGC CPU % Utilization,CDGC Mem % Utilization,Total CPU % Utilization,Total Mem % Utilization
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,stackrox,collector-v9pcw,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-146.us-west-2.compute.internal,Total,18,5.01,23986,17.50%,48.80%,62.69%,76.63%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-20230901-0-425-89d67bdc4-kv5wn,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-management-api-server-5-0-0-367-548b6bd8gjkh,0.30,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-product-configuration-2-1-2-52-85878586cb-px5sq,0.20,4024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-lk7dm,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-sk6cc,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-6l7qs,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,istio-system,istiod-1-16-4-56b77b8464-phq2k,2.50,6144,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,kube-system,aws-node-9779l,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,kube-system,ebs-csi-node-6m4lm,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,kube-system,efs-csi-node-qlkv5,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,kube-system,kube-proxy-4wd7k,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-gqd5d,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,lamm,fluent-bit-zpcn7,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-7vprn,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,stackrox,collector-4jh4j,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-68.us-west-2.compute.internal,Total,15,4.71,20914,13.75%,38.99%,58.94%,66.82%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-20230901-0-425-89d67bdc4-xhqpp,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-collaboration-1-10-2-126-579fbc46cf-796js,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-dispatcher-2-3-0-199-847f8b87c6-zpqxx,0.20,3328,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-69npc,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-jpm2g,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-ckkm6,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,istio-system,istiod-1-16-4-56b77b8464-znfg9,2.50,6144,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,kube-system,aws-node-b4wb2,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,kube-system,clusterautoscaleraddon-aws-cluster-autoscaler-57446d7f98-5mkzq,0.04,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,kube-system,ebs-csi-node-n6t8x,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,kube-system,efs-csi-controller-65dc848556-rx6w4,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,kube-system,efs-csi-node-2b9cp,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,kube-system,kube-proxy-qn7t8,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-9jrlp,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,lamm,fluent-bit-n68s9,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-fsw7d,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,stackrox,collector-kc2q4,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,vault-injector,vai-ingress-nginx-vault-injector-nginx-controller-75f4dc9bxs86v,0.10,256,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-153.us-west-2.compute.internal,Total,18,4.85,18642,12.50%,28.28%,60.69%,58.93%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-20230901-0-426-5f9c4d446dbx4jw,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-ccgf-gateway-65f9f6d545-6tw89,0.10,2048,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-discovery-2-2-0-181-66b9ccf66f-2hv9k,0.20,3560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-dispatcher-3-0-0-207-7fc888ddd9-thhfp,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,goldilocks-controller-5d6cd94688-lrp2n,0.12,160,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-csqdg,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,restart-deployment-job-28261920-tmpvc,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,restart-deployment-job-28261980-tnm6l,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-func,tms-upgrade-job-test,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-oi-digest-2-0-0-214-64d8f5b79d-f5w59,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-m2nrs,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,logger-2-0-0-383-6bccc79b85-4gldn,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-lp6kk,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,gpt-qa-harnessgitops,intcloud-ccgf-eks-devprod-usw2-agent-upgrader-28261920-qrh55,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,kube-system,aws-node-8rxvm,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,kube-system,ebs-csi-node-vqs4k,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,kube-system,efs-csi-node-hzg5k,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,kube-system,kube-proxy-87bv9,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-rc5pb,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,lamm,fluent-bit-hjphw,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-ftpf7,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,stackrox,collector-27tnk,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-35.us-west-2.compute.internal,Total,22,2.84,21762,21.56%,60.68%,35.50%,68.79%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-catalog-source-management-3-20230901-0-426-5f9c4d446dvx422,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-argo-internal-gateway-5dd78577d5-tvlxv,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-discovery-2-3-0-186-789d8c699d-kgrjx,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdlg-app-2-0-0-4838-76cbbc797c-prnqq,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-bs5dq,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-func,mcp-app-2-0-0-1084-9f66f8b97-s45r4,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-664xl,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-6lp87,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,gpt-qa-mrelusw1,intcloud-claire-awsqamrelusw1-istiogateway-fbbf8c585-g292c,1.00,4096,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,kube-system,aws-node-jnpk6,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,kube-system,ebs-csi-node-gh7hb,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,kube-system,efs-csi-node-jq6s7,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,kube-system,kube-proxy-sbvxv,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-4nm4s,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,lamm,fluent-bit-smgkm,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-cq8nd,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,lamm,prometheus-adapter-8588c5c798-txlp8,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,stackrox,collector-b9f57,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-88.us-west-2.compute.internal,Total,18,3.42,20986,28.75%,58.22%,42.69%,66.34%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-cdlg-app-facade-2-0-2-90-6cd47f75cc-f8g28,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-connection-management-1-2-0-258-5567648c-p6psz,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-admin-ui-external-ccgf-gateway-7cd6h92m4,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-cdmpuiapp-external-ccgf-gateway-5f7l4npm,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-prep-ui-app-external-ccgf-gateway-6z4shn,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,cdmp-ui-app-1-1-0-649-dcf866b9c-bpkv9,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-cnj2k,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-9srh8,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-g5p4c,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,istio-system,istiod-1-18-2-c6b57c586-tzzcr,2.50,6144,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,kube-system,aws-node-6xpk5,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,kube-system,corednsaddon-coredns-69dc9cf488-qkz6w,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,kube-system,ebs-csi-node-kfv5w,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,kube-system,efs-csi-node-jgv8q,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,kube-system,kube-proxy-clx5l,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-75jdt,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,lamm,fluent-bit-js8jf,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-9n98m,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,stackrox,collector-d6hpj,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-190.us-west-2.compute.internal,Total,19,5.01,20090,16.25%,35.57%,62.69%,63.50%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-cdlg-app-facade-2-0-2-90-6cd47f75cc-pfwh4,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-collaboration-1-10-0-119-ddf579dd5-8zw8j,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-connection-management-1-20230900-0-262-6cdb8d5f8f-w9nft,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-lifecycle-manager-3-0-0-296-59f4dc9796-wzrpd,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-xkr24,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,icd-job-management-1-1-28-610-9f6b4db4c-md9pq,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-func,test-nginx-6498cd6f47-j9vlz,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-cmjhd,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-nrrq7,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,kube-system,aws-node-9mk9z,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,kube-system,ebs-csi-node-gm6pk,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,kube-system,efs-csi-node-nlxnh,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,kube-system,kube-proxy-bn2wr,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-bf5wf,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,lamm,fluent-bit-8b8ls,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-xjb57,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,stackrox,collector-xdqrx,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-118-212.us-west-2.compute.internal,Total,17,2.62,18554,18.75%,51.08%,32.69%,59.28%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-cdlg-app-facade-2-0-3-94-5dffbf6899-cg4cg,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-issue-management-2-5-2-493-76b4f6798f-tgkff,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-discovery-2-3-0-188-674bf9666b-7n5hk,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-nbf7r,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,ccgf-devprod-hawk-func,icd-job-management-1-1-28-610-9f6b4db4c-bk2pn,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-c6qlx,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-9qjvn,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,istio-system,istiod-1-16-4-56b77b8464-zqf25,2.50,6144,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,kube-system,aws-node-p8zrg,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,kube-system,ebs-csi-node-jsjp6,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,kube-system,efs-csi-node-79jmk,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,kube-system,kube-proxy-xld6d,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-6dqfj,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,lamm,fluent-bit-8ltzl,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-t8lhx,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,stackrox,collector-qb6qb,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-238.us-west-2.compute.internal,Total,16,4.81,22010,15.00%,42.49%,60.19%,70.32%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-collaboration-1-10-2-125-68b4b66447-c4mlr,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-admin-ui-external-ccgf-gateway-7cd62snl6,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-cdmpuiapp-external-ccgf-gateway-5f7svdkp,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-prep-ui-app-external-ccgf-gateway-65wx5z,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-staging-2-0-0-98-585b897798-xnb5f,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-orchestration-dispatcher-3-0-0-202-686c9f5599-f9wwq,0.20,3328,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-kczv9,0.10,200,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-artifactory-facade-789646f465-2pnmw,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,ccgf-auth-pap-2-0-0-247-6d5f774dbc-ntghg,0.20,4024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,ccgf-devprod-hawk-mgmt,hawk-filebeat-elastic-ds-82jw7,0.30,300,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,csoc-qa-secops,cortex-xdr-nsrn7,0.20,600,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,gpt-qa-harnessgitops,intcloud-ccgf-eks-devprod-usw2-agent-upgrader-28261440-2wvxw,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,gpt-qa-harnessgitops,intcloud-ccgf-eks-devprod-usw2-agent-upgrader-28261680-tcw69,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,kube-system,aws-node-dt49v,0.03,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,kube-system,ebs-csi-node-sgtmr,0.03,384,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,kube-system,efs-csi-node-dsgb8,0.10,128,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,kube-system,kube-proxy-gd9xg,0.10,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,lamm,auditbeat-ct-auditbeat-g2zcv,0.10,100,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,lamm,fluent-bit-xzq8c,0.50,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,lamm,monitoringaddon-prometheus-node-exporter-rgdrh,0.00,0,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,stackrox,collector-vkvhz,0.06,330,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-119-16.us-west-2.compute.internal,Total,21,2.81,23730,21.25%,66.90%,35.19%,75.01%
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-39.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-collaboration-1-10-2-125-68b4b66447-pg2xn,0.20,2560,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-39.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-argo-internal-gateway-5dd78577d5-v4tdq,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-39.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-devprod-hawk-func-public-api-gateway-58fd8c68ff-5928j,0.10,1024,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-39.us-west-2.compute.internal,ccgf-devprod-hawk-func,ccgf-metadata-staging-2-0-0-106-76c8c87fbf-7q9ls,0.20,5120,,,,
intcloud-ccgf-eks-devprod-usw2,ip-10-21-120-39.us-west-2.compute.internal,ccgf-devprod-hawk-func,hawk-filebeat-elastic-ds-dj64s,0.10,200,,,,
